21,0
267,267
267,267
19,19
267,267
1822,0
1822,0
1575,1575
1822,0
1575,0
221,221
221,221
221,221
221,221
221,221
221,221
221,221
221,221
21,21
1337,1337
543,543
1337,1337
2193,2193
543,543
19,19
2201,0
2201,0
1416,0
382,0
2870,0
2759,0
2759,0
2201,2201
2201,0
558,558
555,555
557,557
1416,1416
1416,0
265,0
558,0
173,0
21,21
219,219
21,0
21,0
21,0
244,0
21,21
1418,0
21,21
15,0
672,672
2827,2827
15,0
19,19
21,0
15,0
1809,1809
1809,1809
1809,0
1810,1810
1809,1809
1809,1809
19,19
15,0
15,0
15,0
265,0
2023,0
15,0
672,672
15,0
267,267
15,0
15,0
15,0
21,21
267,267
267,267
15,0
182,0
64,64
58,58
58,58
58,58
58,58
890,0
249,249
244,244
249,0
1389,1389
1389,1389
19,19
21,21
723,723
29,0
267,267
19,19
180,180
564,564
180,0
538,538
564,564
180,180
564,564
180,0
64,64
564,564
564,0
564,564
64,64
564,564
179,179
564,564
179,0
64,64
564,564
564,0
564,564
64,64
19,19
385,0
2545,2545
2545,2545
2545,2545
385,0
385,0
21,0
2545,2545
19,19
446,446
446,446
446,446
3412,3412
3412,3412
3412,3412
21,21
165,165
793,0
1156,1156
793,0
1822,0
3086,0
1156,1156
2558,2558
2559,2559
19,19
2558,2558
267,267
723,0
42,0
267,267
19,19
267,267
1822,0
1822,0
1822,0
1822,0
19,19
1822,0
19,19
1822,0
19,19
1822,0
19,19
1822,0
1822,0
2558,2558
2559,2559
19,19
2558,2558
31,31
31,0
267,267
544,544
15,0
15,0
1822,0
1822,0
1822,0
1822,0
1822,0
1822,0
4830,0
19,19
1174,1174
1176,1176
1176,0
1176,1176
1176,1176
1176,0
1176,0
1176,1176
1176,0
1176,0
21,21
1174,1174
19,19
21,21
1160,1160
1160,1160
1160,1160
21,0
1160,1160
46,46
21,21
84,0
21,0
46,46
21,21
21,0
46,46
21,21
21,21
723,0
15,0
267,267
19,19
267,267
21,21
4307,0
4307,0
267,267
267,267
21,21
267,267
46,46
215,215
21,21
215,215
46,46
215,0
538,538
64,64
271,271
271,271
64,64
15,0
21,21
21,21
21,21
15,0
1822,0
270,0
1822,0
4830,0
1174,1174
1176,1176
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
1176,0
4830,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
40,0
91,91
15,0
168,168
1659,0
21,21
91,0
19,19
3412,3412
182,0
4307,0
4307,0
4307,4307
4307,0
4307,0
82,0
4307,0
4307,0
4307,0
4307,4307
4307,0
4307,0
4307,0
4307,0
4308,0
182,0
4307,0
4307,0
4308,0
4307,4307
4307,4307
4308,0
4307,4307
4307,0
4308,4308
4308,4308
4307,0
4307,0
4308,4308
4307,0
4308,0
4307,4307
4307,4307
4308,0
4307,4307
4307,0
4308,4308
4308,4308
4307,0
4307,0
4308,4308
4307,0
4308,0
4307,4307
4307,0
4308,0
4308,4308
4307,0
4307,4307
4307,0
4308,4308
4308,4308
82,0
80,0
4307,0
4308,0
4307,0
4308,0
4307,0
4308,0
4307,0
4308,0
4307,0
4308,0
4307,0
4308,0
4307,0
4308,0
182,0
19,19
672,672
19,19
19,19
21,21
19,19
15,0
78,78
15,0
2600,2600
2250,2250
1388,0
2201,2201
2201,0
2201,2201
1809,0
1388,1388
1809,1809
1809,1809
15,0
1809,1809
2600,2600
2250,2250
19,19
58,58
1693,1693
1696,0
1693,1693
1696,0
31,31
31,31
2870,2870
2759,2759
2759,0
1388,0
1809,1809
1388,1388
1810,1810
1809,1809
1809,0
1810,1810
1809,1809
1388,0
19,19
19,19
460,460
31,31
1219,1219
258,258
19,19
31,0
262,0
64,64
258,258
1219,1219
64,64
460,460
460,0
15,0
15,0
15,0
15,0
15,0
460,0
3084,3084
3084,3084
21,0
3084,3084
3084,3084
3084,3084
3084,3084
3084,3084
3084,3084
3084,3084
3084,3084
3084,3084
21,0
3084,3084
3084,3084
3084,3084
3084,3084
21,0
3084,3084
3084,3084
21,0
21,21
1705,0
1705,1705
21,21
171,171
256,256
171,171
256,256
256,256
256,256
256,256
256,256
19,19
256,0
256,0
21,21
256,0
21,21
215,215
256,256
21,21
49,49
215,215
49,49
215,0
256,256
267,267
267,267
49,0
168,0
21,21
1629,1629
1629,1629
3195,3195
1631,1631
1629,1629
3194,3194
3195,3195
1629,1629
21,0
64,64
1133,1133
3012,3012
442,442
21,21
21,21
2900,0
19,19
21,21
19,19
21,21
19,19
21,21
19,19
1337,1337
1337,1337
19,19
15,0
19,19
543,0
543,0
543,0
331,0
542,542
543,543
21,21
340,0
21,21
15,0
543,543
340,0
340,0
543,543
15,0
543,543
3852,3852
15,0
19,19
331,0
2620,0
21,0
21,0
2620,0
21,21
340,0
19,19
21,0
21,0
19,19
84,84
340,0
19,19
19,19
2620,0
82,0
82,0
82,0
82,0
21,21
21,21
188,188
189,0
189,0
189,0
191,191
19,19
19,19
188,188
189,0
189,0
189,0
191,191
19,19
19,19
188,188
189,0
189,0
189,0
191,191
21,21
2900,2900
188,0
188,188
191,191
196,0
188,0
194,0
188,0
19,19
64,64
27,0
4830,0
25,0
4497,0
4497,0
4497,0
4497,0
4497,0
4497,0
25,0
42,0
267,267
21,21
267,267
19,19
19,19
3391,0
3391,0
3391,0
177,0
19,19
21,0
4550,0
1415,0
1224,1224
179,179
1150,1150
180,180
1152,1152
21,0
21,0
1150,1150
1224,1224
1150,1150
1224,1224
1150,1150
1088,1088
1798,1798
1091,1091
1088,1088
1094,1094
1091,1091
182,182
1094,1094
930,930
2191,2191
64,64
215,215
46,46
21,21
215,215
46,46
19,19
182,0
21,21
46,46
58,0
926,0
936,936
19,19
544,544
544,544
