19,19
330,0
0,0
19,19
19,19
19,19
19,19
19,19
240,0
240,0
240,0
240,0
240,0
240,0
240,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,0
19,19
78,0
1851,1851
1851,1851
19,19
19,19
19,19
19,19
19,19
19,19
19,19
92,0
369,369
19,19
19,19
92,0
369,369
19,19
19,19
19,19
19,19
19,19
19,19
21,0
19,19
21,0
19,19
89,0
19,19
84,84
19,19
89,0
21,0
19,19
19,19
19,19
19,19
19,19
98,0
98,0
21,21
21,21
21,21
21,21
21,21
21,0
84,84
49,49
49,49
49,49
49,49
49,0
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
89,0
21,21
21,0
89,0
80,0
80,0
80,0
80,0
293,0
19,19
19,19
19,19
19,19
21,0
21,0
19,19
19,19
19,0
21,0
21,0
21,21
21,21
21,21
0,0
0,0
0,0
46,46
46,46
46,46
46,46
46,46
21,0
1892,0
21,0
21,21
21,0
1892,0
1892,0
219,219
825,825
825,825
21,21
84,0
21,0
49,49
21,21
21,0
49,0
21,21
21,21
21,21
21,0
19,19
19,19
19,19
19,19
19,19
21,0
80,0
80,0
80,0
89,0
89,0
78,78
637,637
21,0
21,0
825,825
165,165
21,21
165,165
293,0
21,21
293,0
49,49
46,46
21,0
46,46
46,46
46,46
80,0
80,0
80,0
80,0
80,0
80,0
21,21
21,21
21,21
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
825,825
49,49
49,49
49,49
49,49
49,49
21,0
78,78
21,0
19,19
19,19
19,19
19,19
19,19
21,21
84,84
21,21
21,21
21,21
219,219
21,21
21,21
21,21
21,21
21,21
21,0
58,58
46,46
21,21
21,21
78,78
46,46
46,46
46,46
21,21
46,46
46,46
46,46
78,78
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
21,21
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
21,0
21,0
19,19
330,0
0,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,21
21,0
21,0
21,0
89,0
21,21
21,21
21,21
21,21
21,21
21,21
21,0
19,19
21,21
19,19
19,19
19,19
21,21
19,19
21,0
21,21
19,19
21,0
19,19
19,19
1851,1851
46,46
825,825
690,0
46,46
690,0
21,21
46,46
78,78
80,0
80,0
49,49
21,21
49,49
58,58
36,36
293,0
80,0
19,19
21,0
19,19
21,0
21,0
19,19
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,21
78,78
21,21
825,825
21,21
46,46
21,0
46,46
21,0
46,46
21,21
98,0
98,0
98,0
98,0
21,0
58,58
21,0
46,46
46,46
46,46
46,46
46,46
46,46
19,19
19,19
89,0
19,19
89,0
19,19
89,0
19,19
89,0
19,19
89,0
19,19
89,0
19,19
89,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,0
19,19
21,0
19,19
89,0
19,19
84,84
19,19
21,0
1892,0
1892,0
80,0
80,0
80,0
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
21,0
58,58
46,46
46,46
46,46
84,0
46,46
84,0
46,46
84,0
46,46
19,19
19,19
19,19
19,19
19,19
21,0
19,19
19,19
19,19
19,19
19,19
21,21
219,219
21,0
46,46
46,46
1892,0
21,0
46,46
80,0
80,0
19,19
19,19
19,19
330,0
0,0
19,19
19,19
19,19
19,19
19,19
19,19
21,21
21,21
21,21
21,0
369,369
19,19
19,19
80,0
78,78
19,19
19,19
19,19
1801,1801
1801,1801
21,0
21,0
19,19
2866,2866
1801,0
21,21
21,0
21,0
21,0
21,0
21,0
21,0
21,21
21,21
21,0
21,21
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
1892,0
46,46
46,46
21,21
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
1851,1851
1851,1851
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,21
21,21
78,78
21,0
21,21
84,84
21,21
84,84
293,0
825,825
293,0
293,0
293,0
165,165
165,0
165,165
165,165
21,21
19,19
21,21
21,21
21,21
21,21
21,21
21,21
825,825
21,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
89,0
21,0
19,19
89,0
19,19
21,0
46,46
46,46
46,46
46,46
46,46
46,46
46,46
80,0
80,0
80,0
80,0
80,0
80,0
0,0
92,0
369,369
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
330,0
0,0
19,19
19,19
19,19
19,19
19,19
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
293,0
293,0
19,19
19,19
19,19
19,19
19,19
19,19
21,0
19,19
19,19
19,19
512,512
0,0
21,21
21,21
21,21
21,21
293,0
21,21
219,219
21,0
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
19,19
21,21
21,21
19,19
21,21
21,21
19,19
21,21
84,84
84,84
21,21
19,19
21,21
21,21
19,19
21,21
21,21
19,19
21,21
84,84
84,84
21,21
19,19
21,21
19,19
21,21
84,84
84,84
21,21
19,19
21,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
2191,2191
46,46
46,0
46,46
46,46
21,0
19,19
19,19
19,19
19,19
19,19
293,0
293,0
219,219
21,0
89,0
219,219
46,46
21,21
78,78
21,21
21,21
46,46
46,46
21,21
21,21
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
78,78
46,46
46,46
46,46
78,78
46,46
46,46
46,46
46,46
46,46
21,0
84,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,21
21,21
21,21
21,21
89,0
89,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
0,0
19,19
19,19
19,19
19,19
19,19
21,0
19,19
21,0
19,19
89,0
19,19
84,84
19,19
49,49
825,825
825,825
49,0
49,0
49,0
21,0
21,0
21,0
0,0
19,19
19,19
19,19
92,0
369,369
19,19
21,0
21,0
21,21
21,21
21,0
219,219
21,0
219,219
21,0
19,19
19,19
19,19
19,19
19,19
19,19
21,0
21,0
78,78
19,19
19,19
19,19
19,19
19,19
19,19
19,19
0,0
0,0
0,0
0,0
21,0
21,21
21,21
21,21
21,0
19,19
19,19
19,19
19,19
19,19
19,19
21,21
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
21,21
21,21
21,21
21,21
21,21
46,46
46,46
46,46
46,46
46,46
46,46
21,21
21,21
78,78
21,21
21,0
78,78
21,0
21,21
165,165
84,84
21,21
21,21
21,21
21,21
58,58
21,21
21,21
19,19
19,19
21,0
21,0
21,0
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,21
21,21
0,0
0,0
21,0
19,19
19,19
21,0
46,46
690,0
21,0
46,46
46,46
46,46
19,19
330,0
0,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
84,84
21,21
1892,0
219,219
21,0
1892,0
19,19
19,19
19,19
19,19
78,78
19,19
19,19
0,0
21,0
19,19
19,19
21,0
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
19,19
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
21,21
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
49,49
1892,0
49,49
21,21
49,49
49,49
49,49
49,49
49,49
49,49
19,19
330,0
0,0
19,19
19,19
19,19
19,19
21,0
21,21
21,0
219,219
21,0
219,219
21,0
89,0
21,21
58,58
58,58
21,21
21,0
21,21
46,46
46,46
21,0
21,0
21,0
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
46,46
19,19
89,0
19,19
89,0
219,219
89,0
21,21
84,84
